Geneid,Length,Description
TRINITY_DN193313_c4_g1_i1,310,NA
TRINITY_DN110993_c0_g1_i1,310,NA
TRINITY_DN289068_c0_g1_i1,310,NA
TRINITY_DN191466_c2_g1_i1,310,NA
TRINITY_DN196082_c0_g3_i1,310,NA
TRINITY_DN293911_c0_g1_i1,310,NA
TRINITY_DN103205_c0_g1_i1,310,NA
TRINITY_DN98064_c0_g1_i1,310,NA
TRINITY_DN197373_c4_g3_i1,310,NA
TRINITY_DN312843_c0_g1_i1,310,NA
TRINITY_DN247440_c0_g1_i1,310,NA
TRINITY_DN253291_c0_g1_i1,310,NA
TRINITY_DN286923_c0_g1_i1,310,Uncharacterized protein SPEM3
TRINITY_DN300196_c0_g1_i1,310,NA
TRINITY_DN250488_c0_g1_i1,310,NA
TRINITY_DN231459_c0_g1_i1,310,NA
TRINITY_DN314031_c0_g1_i1,310,NA
TRINITY_DN107898_c0_g1_i1,310,NA
TRINITY_DN292874_c0_g1_i1,310,Uncharacterized signaling protein PA3311
TRINITY_DN80873_c0_g1_i1,310,NA
TRINITY_DN90000_c0_g1_i1,310,NA
TRINITY_DN129741_c0_g1_i1,309,NA
TRINITY_DN97918_c0_g1_i1,309,NA
TRINITY_DN279249_c0_g1_i1,309,NA
TRINITY_DN242724_c0_g1_i1,309,NA
TRINITY_DN174036_c0_g1_i1,309,NA
TRINITY_DN274260_c0_g1_i1,309,NA
TRINITY_DN189711_c8_g1_i1,309,NA
TRINITY_DN268337_c0_g1_i1,309,NA
TRINITY_DN168726_c0_g1_i1,309,Adenylate kinase
TRINITY_DN78860_c0_g1_i1,309,NA
TRINITY_DN275279_c0_g1_i1,309,NA
TRINITY_DN193937_c4_g1_i1,309,NA
TRINITY_DN73933_c0_g1_i1,309,Akirin-1
TRINITY_DN221167_c0_g1_i1,309,NA
TRINITY_DN201907_c0_g3_i1,309,NA
TRINITY_DN196463_c0_g1_i1,309,NA
TRINITY_DN172908_c0_g1_i1,309,NA
TRINITY_DN273110_c0_g1_i1,309,NA
TRINITY_DN243854_c0_g1_i1,309,NA
TRINITY_DN287044_c0_g1_i1,309,NA
TRINITY_DN189573_c11_g2_i1,309,NA
TRINITY_DN117333_c0_g1_i1,309,NA
TRINITY_DN260502_c0_g1_i1,309,NA
TRINITY_DN265040_c0_g1_i1,309,NA
TRINITY_DN204051_c1_g2_i1,309,NA
TRINITY_DN223764_c0_g1_i1,309,ATP-binding/permease protein CydD
TRINITY_DN314184_c0_g1_i1,309,NA
TRINITY_DN303116_c0_g1_i1,309,NA
TRINITY_DN265189_c0_g1_i1,309,NA
TRINITY_DN192303_c1_g1_i1,309,NA
TRINITY_DN274948_c0_g1_i1,309,NA
TRINITY_DN303238_c0_g1_i1,309,NA
TRINITY_DN271805_c0_g1_i1,309,NA
TRINITY_DN190362_c3_g1_i1,309,NA
TRINITY_DN269818_c0_g1_i1,309,NA
TRINITY_DN290731_c0_g1_i1,309,NA
TRINITY_DN222034_c0_g1_i1,309,Protein Niban
TRINITY_DN291074_c0_g1_i1,309,NA
TRINITY_DN281578_c0_g1_i1,309,NA
TRINITY_DN285151_c0_g1_i1,309,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 1
TRINITY_DN81676_c0_g1_i1,309,NA
TRINITY_DN277663_c0_g1_i1,309,Putative 3-methyladenine DNA glycosylase
TRINITY_DN237860_c0_g1_i1,309,NA
TRINITY_DN293372_c0_g1_i1,309,NA
TRINITY_DN279444_c0_g1_i1,309,NA
TRINITY_DN217526_c5_g1_i1,309,NA
TRINITY_DN292364_c0_g1_i1,309,NA
TRINITY_DN165141_c0_g1_i1,309,NA
TRINITY_DN252015_c0_g1_i1,309,NA
TRINITY_DN143557_c0_g1_i1,309,NA
TRINITY_DN298040_c0_g1_i1,309,NA
TRINITY_DN248813_c0_g1_i1,309,NA
TRINITY_DN81798_c0_g1_i1,309,NA
TRINITY_DN195211_c2_g1_i1,309,NA
TRINITY_DN191507_c5_g1_i1,309,NA
TRINITY_DN267739_c0_g1_i1,309,NA
TRINITY_DN226830_c0_g1_i1,309,NA
TRINITY_DN101480_c0_g1_i1,309,Protein FAM53A
TRINITY_DN63934_c0_g1_i1,309,NA
TRINITY_DN251892_c0_g1_i1,309,NA
TRINITY_DN196151_c9_g1_i1,309,Histone demethylase UTY
TRINITY_DN259022_c0_g1_i1,309,NA
TRINITY_DN114682_c0_g1_i1,309,O-antigen export system ATP-binding protein RfbB
TRINITY_DN160835_c0_g1_i1,309,NA
TRINITY_DN246013_c0_g1_i1,309,Gap junction alpha-1 protein
TRINITY_DN132739_c1_g1_i1,309,NA
TRINITY_DN248341_c0_g1_i1,309,NA
TRINITY_DN191334_c0_g1_i1,309,tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
TRINITY_DN95876_c0_g2_i1,309,NA
TRINITY_DN172894_c0_g1_i1,309,NA
TRINITY_DN190031_c8_g1_i1,309,NA
TRINITY_DN79609_c0_g1_i1,309,Dipeptidyl peptidase 3
TRINITY_DN254783_c0_g1_i1,309,Seipin
TRINITY_DN313416_c0_g1_i1,309,DNA recombination protein RmuC
TRINITY_DN232621_c0_g1_i1,309,NA
TRINITY_DN224559_c0_g1_i1,309,NA
TRINITY_DN75361_c0_g1_i1,309,NA
TRINITY_DN275823_c0_g1_i1,309,NA
TRINITY_DN10941_c0_g1_i1,309,NA
TRINITY_DN291002_c0_g1_i1,309,NA
TRINITY_DN267994_c0_g1_i1,309,NA
TRINITY_DN264485_c0_g1_i1,309,NA
TRINITY_DN243845_c0_g1_i1,309,NA
TRINITY_DN189511_c12_g1_i1,309,LINE-1 reverse transcriptase homolog
TRINITY_DN267510_c0_g1_i1,309,NA
TRINITY_DN311478_c0_g1_i1,309,NA
TRINITY_DN214735_c0_g4_i1,309,NA
TRINITY_DN285533_c0_g1_i1,309,Uncharacterized HTH-type transcriptional regulator YhjC
TRINITY_DN285922_c0_g1_i1,309,NA
TRINITY_DN49730_c0_g1_i1,309,NA
TRINITY_DN237746_c0_g1_i1,309,NA
TRINITY_DN297860_c0_g1_i1,309,NA
TRINITY_DN258869_c0_g1_i1,309,NA
TRINITY_DN314304_c0_g1_i1,309,NA
TRINITY_DN81467_c0_g1_i1,309,NA
TRINITY_DN235910_c0_g1_i1,309,ECF RNA polymerase sigma factor SigE
TRINITY_DN188838_c1_g1_i1,309,LINE-1 retrotransposable element ORF2 protein
TRINITY_DN301735_c0_g1_i1,309,NA
TRINITY_DN285322_c0_g1_i1,309,NA
TRINITY_DN189640_c4_g1_i1,309,Olfactory receptor 1F12
TRINITY_DN296399_c0_g1_i1,309,NA
TRINITY_DN201062_c1_g4_i1,309,NA
TRINITY_DN200922_c1_g3_i1,309,NA
TRINITY_DN32712_c0_g1_i1,309,NA
TRINITY_DN252697_c0_g1_i1,309,NA
TRINITY_DN271402_c0_g1_i1,309,"ATP synthase subunit 9, mitochondrial"
TRINITY_DN194480_c6_g1_i1,309,NA
TRINITY_DN189670_c9_g1_i1,309,NA
TRINITY_DN187483_c4_g5_i1,309,NA
TRINITY_DN192764_c6_g1_i1,309,NA
TRINITY_DN194867_c12_g1_i1,309,Tigger transposable element-derived protein 1
TRINITY_DN140018_c0_g1_i1,309,NA
TRINITY_DN264819_c0_g1_i1,309,NA
TRINITY_DN78832_c0_g1_i1,309,Mitogen-activated protein kinase kinase kinase 20
TRINITY_DN263850_c0_g1_i1,309,NA
TRINITY_DN274375_c0_g1_i1,309,NA
TRINITY_DN311084_c0_g1_i1,309,NA
TRINITY_DN233067_c0_g1_i1,309,NA
TRINITY_DN19352_c0_g1_i1,309,NA
TRINITY_DN96888_c0_g1_i1,309,NA
TRINITY_DN286970_c0_g1_i1,309,NA
TRINITY_DN313613_c0_g1_i1,309,NA
TRINITY_DN311842_c0_g1_i1,309,NA
TRINITY_DN213370_c0_g3_i1,309,NA
TRINITY_DN1896_c0_g1_i1,309,NA
TRINITY_DN242527_c0_g1_i1,309,NA
TRINITY_DN92441_c0_g1_i1,309,NA
TRINITY_DN251551_c0_g1_i1,309,NA
TRINITY_DN271492_c0_g1_i1,309,NA
TRINITY_DN281612_c0_g1_i1,309,NA
TRINITY_DN290883_c0_g1_i1,309,Acrosomal protein KIAA1210
TRINITY_DN135142_c0_g1_i1,309,NA
TRINITY_DN231122_c0_g1_i1,309,NA
TRINITY_DN308269_c0_g1_i1,309,NA
TRINITY_DN11461_c0_g1_i1,309,NA
TRINITY_DN75811_c0_g1_i1,309,NA
TRINITY_DN203795_c0_g1_i1,309,Uncharacterized mitochondrial protein AtMg00860
TRINITY_DN215654_c0_g4_i1,309,NA
TRINITY_DN256688_c0_g1_i1,309,NA
TRINITY_DN252538_c0_g1_i1,309,NA
TRINITY_DN290808_c0_g1_i1,309,Uncharacterized ABC transporter ATP-binding protein MT1311
TRINITY_DN263637_c0_g1_i1,309,NA
TRINITY_DN291139_c0_g1_i1,309,NA
TRINITY_DN312944_c0_g1_i1,309,NA
TRINITY_DN241782_c0_g1_i1,309,NA
TRINITY_DN15373_c0_g1_i1,309,NA
TRINITY_DN311126_c0_g1_i1,309,NA
TRINITY_DN256184_c0_g1_i1,309,PTS system fructose-specific EIIABC component
TRINITY_DN266250_c0_g1_i1,309,NA
TRINITY_DN276754_c0_g1_i1,308,NA
TRINITY_DN279907_c0_g1_i1,308,NA
TRINITY_DN47147_c0_g1_i1,308,NA
TRINITY_DN313884_c0_g1_i1,308,NA
TRINITY_DN195433_c6_g1_i1,308,NA
TRINITY_DN313142_c0_g1_i1,308,NA
TRINITY_DN269977_c0_g1_i1,308,NA
TRINITY_DN193563_c0_g4_i1,308,Putative ribonuclease H protein At1g65750
TRINITY_DN312025_c0_g1_i1,308,NA
TRINITY_DN314468_c0_g1_i1,308,NA
TRINITY_DN204411_c0_g1_i1,308,NA
TRINITY_DN278619_c0_g1_i1,308,NA
TRINITY_DN300721_c0_g1_i1,308,NA
TRINITY_DN244813_c0_g1_i1,308,NA
TRINITY_DN278531_c0_g1_i1,308,NA
TRINITY_DN28363_c0_g1_i1,308,NA
TRINITY_DN275006_c0_g1_i1,308,Methionine--tRNA ligase
TRINITY_DN273322_c0_g1_i1,308,NA
TRINITY_DN190994_c6_g1_i1,308,NA
TRINITY_DN253276_c0_g1_i1,308,Methylosome subunit pICln
TRINITY_DN228732_c0_g1_i1,308,NA
TRINITY_DN192367_c14_g2_i1,308,NA
TRINITY_DN241682_c0_g1_i1,308,NA
TRINITY_DN218308_c3_g1_i1,308,NA
TRINITY_DN156682_c0_g1_i1,308,Olfactory receptor 11A1
TRINITY_DN190175_c1_g1_i1,308,NA
TRINITY_DN47768_c0_g1_i1,308,NA
TRINITY_DN189980_c10_g1_i1,308,NA
TRINITY_DN101603_c0_g1_i1,308,NA
TRINITY_DN194347_c9_g1_i1,308,NA
TRINITY_DN183651_c0_g1_i1,308,Putative disease resistance protein At1g50180
TRINITY_DN73225_c0_g1_i1,308,"Hydroxymethylglutaryl-CoA lyase, mitochondrial"
TRINITY_DN283062_c0_g1_i1,308,NA
TRINITY_DN179806_c0_g1_i1,308,NA
TRINITY_DN304598_c0_g1_i1,308,NA
TRINITY_DN310355_c0_g1_i1,308,NA
TRINITY_DN64517_c0_g1_i1,308,NA
TRINITY_DN216232_c2_g1_i1,308,NA
TRINITY_DN250721_c0_g1_i1,308,NA
TRINITY_DN134487_c0_g1_i1,308,NA
TRINITY_DN201004_c0_g3_i1,308,NA
TRINITY_DN64440_c0_g1_i1,308,Retrovirus-related Pol polyprotein from transposon RE2
TRINITY_DN184977_c0_g1_i1,308,Triosephosphate isomerase
TRINITY_DN135268_c0_g1_i1,308,NA
TRINITY_DN79087_c0_g1_i1,308,NA
TRINITY_DN191691_c15_g1_i1,308,LINE-1 retrotransposable element ORF2 protein
TRINITY_DN222155_c0_g1_i1,308,NA
TRINITY_DN188914_c10_g1_i1,308,NA
TRINITY_DN289448_c0_g1_i1,308,NA
TRINITY_DN188207_c9_g1_i1,308,NA
TRINITY_DN68144_c0_g1_i1,308,NA
TRINITY_DN40710_c0_g1_i1,308,NA
TRINITY_DN281452_c0_g1_i1,308,NA
TRINITY_DN29988_c0_g1_i1,308,NA
TRINITY_DN312980_c0_g1_i1,308,Transition state regulatory protein AbrB
TRINITY_DN271053_c0_g1_i1,308,NA
TRINITY_DN164655_c0_g1_i1,308,NA
TRINITY_DN255237_c0_g1_i1,308,NA
TRINITY_DN187617_c12_g1_i1,308,Serine/threonine-protein kinase Nek4
TRINITY_DN306142_c0_g1_i1,308,NA
TRINITY_DN188983_c4_g5_i1,308,NA
TRINITY_DN206902_c0_g3_i1,308,NA
TRINITY_DN218317_c17_g1_i1,308,Pro-Pol polyprotein
TRINITY_DN169660_c0_g1_i1,308,NA
TRINITY_DN60436_c0_g1_i1,308,NA
TRINITY_DN191730_c5_g2_i1,308,NA
TRINITY_DN111180_c0_g1_i1,308,NA
TRINITY_DN225627_c0_g1_i1,308,NA
TRINITY_DN311090_c0_g1_i1,308,NA
TRINITY_DN285132_c0_g1_i1,308,Dual-functional monooxygenase/methyltransferase psoF
TRINITY_DN296589_c0_g1_i1,308,NA
TRINITY_DN294373_c0_g1_i1,308,NA
TRINITY_DN211315_c1_g1_i1,308,Protein TPX2
TRINITY_DN192206_c1_g1_i1,308,NA
TRINITY_DN216177_c0_g1_i1,308,NA
TRINITY_DN278860_c0_g1_i1,308,NA
TRINITY_DN159720_c0_g1_i1,308,NA
TRINITY_DN186389_c1_g1_i1,308,NA
TRINITY_DN287418_c0_g1_i1,308,NA
TRINITY_DN277214_c0_g1_i1,308,NA
TRINITY_DN295560_c0_g1_i1,308,NA
TRINITY_DN138840_c0_g1_i1,308,Glucose--fructose oxidoreductase
TRINITY_DN1053_c0_g1_i1,308,NA
TRINITY_DN82847_c0_g1_i1,308,2-oxoglutarate dehydrogenase E1 component
TRINITY_DN306832_c0_g1_i1,308,NA
TRINITY_DN276731_c0_g1_i1,308,NA
TRINITY_DN217653_c4_g2_i1,308,NA
TRINITY_DN3491_c0_g1_i1,308,NA
TRINITY_DN287990_c0_g1_i1,308,NA
TRINITY_DN314312_c0_g1_i1,308,NA
TRINITY_DN284457_c0_g1_i1,308,NA
TRINITY_DN231803_c0_g1_i1,308,NA
TRINITY_DN82520_c0_g1_i1,308,Protein patched homolog 1
TRINITY_DN40348_c0_g1_i1,308,Aspartate--tRNA(Asp/Asn) ligase
TRINITY_DN110266_c0_g1_i1,308,NA
TRINITY_DN160868_c1_g1_i1,308,NA
TRINITY_DN181636_c1_g1_i1,308,NA
TRINITY_DN259526_c0_g1_i1,308,NA
TRINITY_DN128139_c0_g1_i1,308,NA
TRINITY_DN188307_c3_g1_i1,308,NA
TRINITY_DN83598_c0_g1_i1,308,NA
TRINITY_DN206768_c1_g1_i1,308,NA
TRINITY_DN172434_c0_g2_i1,308,NA
TRINITY_DN310961_c0_g1_i1,308,NA
TRINITY_DN177060_c0_g1_i1,308,NA
TRINITY_DN276398_c0_g1_i1,308,NA
TRINITY_DN210999_c0_g1_i1,308,NA
TRINITY_DN233712_c0_g1_i1,308,NA
TRINITY_DN275624_c0_g1_i1,308,NA
TRINITY_DN244410_c0_g1_i1,308,NA
TRINITY_DN233933_c0_g1_i1,308,NA
TRINITY_DN187944_c6_g1_i1,308,NA
TRINITY_DN190215_c8_g3_i1,308,NA
TRINITY_DN207312_c3_g4_i1,308,NA
TRINITY_DN309580_c0_g1_i1,308,NA
TRINITY_DN225155_c0_g1_i1,308,NA
TRINITY_DN281376_c0_g1_i1,308,NA
TRINITY_DN225531_c0_g1_i1,308,NA
TRINITY_DN145755_c0_g1_i1,308,NA
TRINITY_DN313849_c0_g1_i1,308,NA
TRINITY_DN212533_c5_g1_i1,308,NA
TRINITY_DN186308_c0_g1_i1,308,NA
TRINITY_DN278321_c0_g1_i1,308,NA
TRINITY_DN118056_c0_g1_i1,308,NA
TRINITY_DN280259_c0_g1_i1,308,Protein MAL2
TRINITY_DN293693_c0_g1_i1,308,NA
TRINITY_DN192021_c14_g1_i1,308,NA
TRINITY_DN196986_c0_g3_i1,308,Ent-cassadiene C2-hydroxylase
TRINITY_DN15539_c0_g1_i1,308,NA
TRINITY_DN313044_c0_g1_i1,308,NA
TRINITY_DN205717_c0_g4_i1,308,UDP-glycosyltransferase 89B1
TRINITY_DN307486_c0_g1_i1,308,NA
TRINITY_DN75840_c0_g1_i1,308,NA
TRINITY_DN164759_c2_g1_i1,308,NA
TRINITY_DN242889_c0_g1_i1,308,NA
TRINITY_DN282581_c0_g1_i1,308,NA
TRINITY_DN230154_c0_g1_i1,308,NA
TRINITY_DN223883_c0_g1_i1,307,NA
TRINITY_DN166614_c0_g1_i1,307,Transcription factor IIIB 50 kDa subunit
TRINITY_DN196721_c2_g2_i1,307,NA
TRINITY_DN269014_c0_g1_i1,307,NA
TRINITY_DN73014_c0_g1_i1,307,NA
TRINITY_DN298178_c0_g1_i1,307,NA
TRINITY_DN250467_c0_g1_i1,307,NA
TRINITY_DN183080_c0_g1_i1,307,NA
TRINITY_DN302681_c0_g1_i1,307,NA
TRINITY_DN3880_c0_g1_i1,307,NA
TRINITY_DN270288_c0_g1_i1,307,NA
TRINITY_DN237212_c0_g1_i1,307,NA
TRINITY_DN189270_c7_g1_i1,307,NA
TRINITY_DN150958_c1_g1_i1,307,NA
TRINITY_DN240784_c0_g1_i1,307,NA
TRINITY_DN313060_c0_g1_i1,307,NA
TRINITY_DN182485_c1_g1_i1,307,NA
TRINITY_DN233910_c0_g1_i1,307,NA
TRINITY_DN274386_c0_g1_i1,307,NA
TRINITY_DN297075_c0_g1_i1,307,NA
TRINITY_DN216809_c1_g2_i1,307,NA
TRINITY_DN189102_c1_g1_i1,307,NA
TRINITY_DN5582_c1_g1_i1,307,NA
TRINITY_DN206698_c0_g4_i1,307,NA
TRINITY_DN223347_c0_g1_i1,307,NA
TRINITY_DN290609_c0_g1_i1,307,NA
TRINITY_DN280090_c0_g1_i1,307,NA
TRINITY_DN297332_c0_g1_i1,307,NA
TRINITY_DN202799_c0_g5_i1,307,NA
TRINITY_DN214862_c0_g1_i1,307,NA
TRINITY_DN228654_c0_g1_i1,307,NA
TRINITY_DN164937_c0_g1_i1,307,NA
TRINITY_DN263748_c0_g1_i1,307,NA
TRINITY_DN253342_c0_g1_i1,307,NA
TRINITY_DN308969_c0_g1_i1,307,NA
TRINITY_DN183724_c0_g1_i1,307,NA
TRINITY_DN284711_c0_g1_i1,307,NA
TRINITY_DN251511_c0_g1_i1,307,NA
TRINITY_DN228669_c0_g1_i1,307,NA
TRINITY_DN241641_c0_g1_i1,307,Nucleoside diphosphate kinase homolog 5
TRINITY_DN110546_c0_g1_i1,307,NA
TRINITY_DN260615_c0_g1_i1,307,NA
TRINITY_DN205019_c3_g1_i1,307,NA
TRINITY_DN306471_c0_g1_i1,307,LINE-1 retrotransposable element ORF2 protein
TRINITY_DN250148_c0_g1_i1,307,NA
TRINITY_DN16567_c0_g1_i1,307,NA
TRINITY_DN184330_c0_g1_i1,307,NA
TRINITY_DN299978_c0_g1_i1,307,NA
TRINITY_DN9929_c0_g1_i1,307,NA
TRINITY_DN169442_c2_g1_i2,307,NA
TRINITY_DN189384_c8_g1_i1,307,NA
TRINITY_DN169302_c0_g1_i1,307,NA
TRINITY_DN249440_c0_g1_i1,307,Putative ionic transporter y4hA
TRINITY_DN120336_c0_g1_i1,307,NA
TRINITY_DN259701_c0_g1_i1,307,"Beta,beta-carotene 9',10'-oxygenase"
TRINITY_DN80833_c0_g1_i1,307,NA
TRINITY_DN160237_c0_g1_i1,307,NA
TRINITY_DN122943_c0_g1_i1,307,NA
TRINITY_DN298510_c0_g1_i1,307,NA
TRINITY_DN240063_c0_g1_i1,307,NA
TRINITY_DN257093_c0_g1_i1,307,NA
TRINITY_DN156365_c0_g1_i1,307,NA
TRINITY_DN213347_c0_g2_i1,307,NA
TRINITY_DN88148_c0_g1_i1,307,NA
TRINITY_DN278902_c0_g1_i1,307,Copine-8
TRINITY_DN298270_c0_g1_i1,307,NA
TRINITY_DN268728_c0_g1_i1,307,NA
TRINITY_DN190190_c6_g1_i1,307,LINE-1 retrotransposable element ORF2 protein
TRINITY_DN193379_c5_g2_i1,307,NA
TRINITY_DN32138_c0_g1_i1,307,NA
TRINITY_DN196552_c7_g1_i1,307,NA
TRINITY_DN13855_c0_g1_i1,307,NA
TRINITY_DN222072_c0_g1_i1,307,NA
TRINITY_DN234729_c0_g1_i1,307,NA
TRINITY_DN132703_c0_g1_i1,307,NA
TRINITY_DN225049_c0_g1_i1,307,NA
TRINITY_DN197309_c2_g2_i1,307,NA
TRINITY_DN236596_c0_g1_i1,307,NA
TRINITY_DN190460_c7_g2_i1,307,NA
TRINITY_DN232531_c0_g1_i1,307,Nuclear factor NF-kappa-B p105 subunit
TRINITY_DN257746_c0_g1_i1,307,NA
TRINITY_DN310623_c0_g1_i1,307,NA
TRINITY_DN117889_c0_g1_i1,307,NA
TRINITY_DN302196_c0_g1_i1,307,NA
TRINITY_DN247287_c0_g1_i1,307,Usherin
TRINITY_DN32244_c0_g1_i1,307,NA
TRINITY_DN167751_c1_g1_i1,307,NA
TRINITY_DN28736_c0_g1_i1,307,NA
TRINITY_DN251413_c0_g1_i1,307,NA
TRINITY_DN220265_c0_g1_i1,307,NA
TRINITY_DN77874_c0_g1_i1,307,NA
TRINITY_DN293767_c0_g1_i1,307,NA
TRINITY_DN246581_c0_g1_i1,307,NA
TRINITY_DN272918_c0_g1_i1,307,NA
TRINITY_DN271056_c0_g1_i1,307,NA
TRINITY_DN287191_c0_g1_i1,307,NA
TRINITY_DN276077_c0_g1_i1,307,NA
TRINITY_DN84154_c0_g1_i1,307,NA
TRINITY_DN212114_c0_g2_i1,307,NA
TRINITY_DN36548_c0_g1_i1,307,NA
TRINITY_DN239366_c0_g1_i1,307,NA
TRINITY_DN259972_c0_g1_i1,307,NA
TRINITY_DN2865_c0_g1_i1,307,NA
TRINITY_DN147852_c1_g1_i1,307,NA
TRINITY_DN261405_c0_g1_i1,307,NA
TRINITY_DN175848_c0_g1_i1,307,NA
TRINITY_DN266611_c0_g1_i1,307,NA
TRINITY_DN214456_c0_g3_i1,307,NA
TRINITY_DN203574_c10_g1_i1,307,LINE-1 retrotransposable element ORF2 protein
TRINITY_DN267298_c0_g1_i1,307,NA
TRINITY_DN288075_c0_g1_i1,307,NA
TRINITY_DN267665_c0_g1_i1,307,NA
TRINITY_DN303800_c0_g1_i1,307,NA
TRINITY_DN248621_c0_g1_i1,307,NA
TRINITY_DN194385_c3_g1_i1,307,NA
TRINITY_DN190804_c4_g1_i1,307,Putative uncharacterized protein C8orf44
TRINITY_DN261919_c0_g1_i1,307,NA
TRINITY_DN261703_c0_g1_i1,307,Collagen alpha-1(XIV) chain
TRINITY_DN189929_c15_g1_i1,307,LINE-1 retrotransposable element ORF2 protein
TRINITY_DN313885_c0_g1_i1,306,NA
TRINITY_DN196557_c3_g1_i1,306,NA
TRINITY_DN232800_c0_g1_i1,306,NA
TRINITY_DN255427_c0_g1_i1,306,Unconventional myosin-VIIb
TRINITY_DN137403_c0_g1_i1,306,NA
TRINITY_DN270235_c0_g1_i1,306,C2 domain-containing protein 5
TRINITY_DN193525_c14_g1_i1,306,NA
TRINITY_DN197294_c1_g5_i1,306,Retrovirus-related Pol polyprotein from transposon TNT 1-94
TRINITY_DN256166_c0_g1_i1,306,NA
TRINITY_DN188755_c14_g1_i1,306,NA
TRINITY_DN282160_c0_g1_i1,306,NA
TRINITY_DN195838_c7_g1_i1,306,NA
TRINITY_DN262802_c0_g1_i1,306,NA
TRINITY_DN301371_c0_g1_i1,306,NA
TRINITY_DN291569_c0_g1_i1,306,NA
TRINITY_DN290972_c0_g1_i1,306,NA
TRINITY_DN289974_c0_g1_i1,306,Ribosome maturation factor RimP
TRINITY_DN285308_c0_g1_i1,306,NA
TRINITY_DN309831_c0_g1_i1,306,NA
TRINITY_DN251409_c0_g1_i1,306,NA
TRINITY_DN125166_c0_g1_i1,306,NA
TRINITY_DN268149_c0_g1_i1,306,NA
TRINITY_DN59592_c0_g1_i1,306,NA
TRINITY_DN179001_c0_g1_i1,306,NA
TRINITY_DN26187_c0_g1_i1,306,NA
TRINITY_DN234607_c0_g1_i1,306,NA
TRINITY_DN202515_c0_g5_i1,306,NA
TRINITY_DN88205_c0_g1_i1,306,NA
TRINITY_DN189994_c4_g1_i1,306,LINE-1 reverse transcriptase homolog
TRINITY_DN216917_c6_g1_i1,306,NA
TRINITY_DN313998_c0_g1_i1,306,NA
TRINITY_DN90965_c0_g1_i1,306,NA
TRINITY_DN221628_c0_g1_i1,306,Proline--tRNA ligase
TRINITY_DN180682_c1_g1_i1,306,NA
TRINITY_DN236279_c0_g1_i1,306,NA
TRINITY_DN294036_c0_g1_i1,306,Proteasome assembly chaperone 1
TRINITY_DN832_c0_g1_i1,306,NA
TRINITY_DN288341_c0_g1_i1,306,NA
TRINITY_DN203901_c2_g4_i1,306,Casein kinase 1
TRINITY_DN209329_c4_g2_i1,306,NA
TRINITY_DN203216_c0_g3_i1,306,NA
TRINITY_DN271154_c0_g1_i1,306,Glucokinase
TRINITY_DN247025_c0_g1_i1,306,NA
TRINITY_DN207268_c0_g1_i1,306,NA
TRINITY_DN290831_c0_g1_i1,306,NA
TRINITY_DN261660_c0_g1_i1,306,NA
TRINITY_DN214037_c2_g1_i1,306,NA
TRINITY_DN276106_c0_g1_i1,306,NA
TRINITY_DN228579_c0_g1_i1,306,NA
TRINITY_DN253433_c0_g1_i1,306,NA
TRINITY_DN223331_c0_g1_i1,306,NA
TRINITY_DN193569_c13_g1_i1,306,NA
TRINITY_DN197725_c2_g3_i1,306,NA
TRINITY_DN275130_c0_g1_i1,306,NA
TRINITY_DN127366_c0_g1_i1,306,TATA element modulatory factor
TRINITY_DN270090_c0_g1_i1,306,NA
TRINITY_DN235037_c0_g1_i1,306,NA
TRINITY_DN305408_c0_g1_i1,306,NA
TRINITY_DN216630_c2_g2_i1,306,NA
TRINITY_DN190644_c9_g2_i1,306,NA
TRINITY_DN264189_c0_g1_i1,306,3'3'-cGAMP-specific phosphodiesterase 2
TRINITY_DN39705_c0_g1_i1,306,NA
TRINITY_DN252793_c0_g1_i1,306,NA
TRINITY_DN201203_c0_g2_i1,306,NA
TRINITY_DN192435_c0_g1_i1,306,NA
TRINITY_DN63619_c0_g1_i1,306,NA
TRINITY_DN304014_c0_g1_i1,306,NA
TRINITY_DN308783_c0_g1_i1,306,NA
TRINITY_DN240712_c0_g1_i1,306,Glutamate synthase [NADPH] large chain
TRINITY_DN25842_c0_g1_i1,306,NA
TRINITY_DN303853_c0_g1_i1,306,MDIS1-interacting receptor like kinase 2
TRINITY_DN292810_c0_g1_i1,306,NA
TRINITY_DN300528_c0_g1_i1,306,NA
TRINITY_DN292410_c0_g1_i1,306,NA
TRINITY_DN90958_c0_g1_i1,306,Uncharacterized ABC transporter ATP-binding protein Mb1303c
TRINITY_DN229179_c0_g1_i1,306,NA
TRINITY_DN57988_c0_g1_i1,306,NA
TRINITY_DN193079_c0_g1_i1,306,LINE-1 retrotransposable element ORF2 protein
TRINITY_DN304042_c0_g1_i1,306,NA
TRINITY_DN189010_c8_g1_i1,306,NA
TRINITY_DN272973_c0_g1_i1,306,HERV-H LTR-associating protein 2
TRINITY_DN206132_c7_g3_i1,306,NA
TRINITY_DN278491_c0_g1_i1,306,NA
TRINITY_DN227719_c0_g1_i1,306,NA
TRINITY_DN309254_c0_g1_i1,306,NA
TRINITY_DN205198_c2_g2_i1,306,NA
TRINITY_DN210284_c0_g2_i1,306,NA
TRINITY_DN312733_c0_g1_i1,306,NA
TRINITY_DN191139_c0_g1_i1,306,NA
